Trajectory	Frame	x	y	z
1	4885	47.808	80.578	0
1	4886	47.65	80.662	0
1	4887	47.728	80.756	0
1	4888	46.688	80.724	0
1	4889	46.278	80.155	0
1	4890	46.472	80.27	0
1	4891	45.552	80.248	0
1	4892	45.451	79.806	0
1	4893	45.337	80.125	0
1	4894	44.294	80.771	0
1	4895	44.385	80.665	0
1	4896	45.14	80.941	0
1	4897	44.665	80.817	0
1	4898	45.193	80.653	0
1	4899	45.656	79.901	0
1	4900	45.652	80.185	0
1	4901	45.573	80.139	0
1	4902	46.569	79.62	0
1	4903	45.6	78.811	0
1	4904	46.145	78.388	0
1	4905	47.24	77.919	0
1	4906	47.228	78.11	0
1	4907	46.584	78.165	0
1	4908	46.062	78.571	0
1	4909	46.624	79.696	0
1	4910	45.673	79.582	0
1	4911	45.378	79.771	0
1	4912	44.58	80.081	0
1	4913	44.316	80.364	0
1	4914	44.222	79.363	0
1	4915	44.469	80.055	0
1	4916	45.112	80.625	0
1	4917	44.64	80.358	0
1	4918	45.307	80.124	0
1	4919	44.846	79.791	0
1	4920	44.763	79.555	0
1	4921	44.374	79.845	0
1	4922	44.883	80.932	0
1	4923	45.143	80.847	0
1	4924	45.293	81.142	0
1	4925	45.276	80.66	0
1	4926	44.674	80.818	0
1	4927	44.583	80.939	0
1	4928	44.763	80.327	0
1	4929	45.434	80.492	0
1	4930	45.28	81.451	0
1	4931	45.384	81.354	0
1	4932	45.479	81.176	0
1	4933	45.308	81.204	0
1	4934	45.493	81.824	0
1	4935	46.52	82.734	0
1	4936	45.903	82.171	0
1	4937	45.528	81.899	0
1	4938	45.452	83.284	0
1	4939	45.379	84.151	0
1	4940	45.793	83.467	0
1	4941	46.829	82.751	0
1	4942	45.921	81.413	0
1	4943	45.441	80.776	0
1	4944	45.277	80.323	0
1	4945	45.691	79.714	0
1	4946	45.512	79.612	0
1	4947	45.456	79.561	0
1	4948	45.78	78.638	0
1	4949	46.649	79.74	0
1	4950	47.281	80.375	0
1	4951	47.828	79.846	0
1	4952	49.203	80.058	0
1	4953	49.056	79.669	0
1	4954	49.152	79.563	0
1	4955	49.49	79.787	0
1	4956	49.452	79.414	0
1	4957	49.338	79.594	0
1	4958	49.335	79.746	0
1	4959	48.99	79.711	0
1	4960	49.073	79.133	0
1	4961	49.629	78.652	0
1	4962	48.545	78.777	0
1	4963	48.909	78.594	0
1	4964	48.503	78.575	0
1	4965	48.17	78.294	0
1	4966	48.359	78.326	0
1	4967	48.116	78.295	0
1	4968	48.226	78.75	0
1	4969	49.822	79.09	0
1	4970	49.887	79.415	0
1	4971	50.052	79.384	0
1	4972	49.428	78.857	0
1	4973	48.862	78.815	0
1	4974	48.279	79.42	0
1	4975	48.769	80.169	0
1	4976	48.256	79.815	0
1	4977	49.241	79.167	0
1	4978	49.459	78.577	0
1	4979	49.62	77.791	0
1	4980	50.049	77.899	0
1	4981	50.647	77.659	0
1	4982	50.519	77.866	0
1	4983	50.601	78.156	0
1	4984	50.64	78.057	0
1	4985	51.597	78.346	0
1	4986	52.629	78.327	0
1	4987	53.626	78.594	0
1	4988	53.66	78.359	0
1	4989	53.899	78.202	0
1	4990	54.116	78.746	0
1	4991	54.815	79.638	0
1	4992	54.512	80.302	0
1	4993	54.541	80.676	0
1	4994	55.383	80.275	0
1	4995	56.353	81.402	0
1	4996	57.074	82.546	0
1	4997	56.819	82.415	0
1	4998	57.541	82.887	0
1	4999	57.622	83.293	0
1	5000	57.435	83.544	0
1	5001	56.663	84.653	0
1	5002	56.048	84.883	0
1	5003	55.65	84.5	0
1	5004	55.459	83.548	0
1	5005	55.226	83.651	0
1	5006	54.65	84.204	0
1	5007	54.424	83.863	0
1	5008	53.886	84.426	0
1	5009	53.788	84.234	0
1	5010	54.102	84.665	0
1	5011	55.226	85.041	0
1	5012	55.262	85.527	0
1	5013	54.713	85.068	0
1	5014	54.846	84.872	0
1	5015	54.727	84.724	0
1	5016	53.996	84.807	0
1	5017	55.1	85.279	0
1	5018	54.729	85.751	0
1	5019	54.674	84.616	0
1	5020	55.548	84.109	0
1	5021	55.1	85.042	0
1	5022	53.774	85.118	0
1	5023	54.736	85.062	0
1	5024	54.639	84.821	0
1	5025	55.13	85.363	0
1	5026	55.03	85.596	0
1	5027	55.864	84.646	0
1	5028	56.554	84.118	0
1	5029	57.067	84.655	0
1	5030	56.314	84.237	0
1	5031	56.034	84.194	0
1	5032	56.639	84.706	0
1	5033	55.837	84.721	0
1	5034	55.81	84.579	0
1	5035	54.899	85.491	0
1	5036	54.921	85.879	0
1	5037	56.074	85.706	0
1	5038	55.428	85.526	0
1	5039	54.74	85.547	0
1	5040	54.739	86.611	0
1	5041	55.354	86.879	0
1	5042	55.405	87.836	0
1	5043	54.886	88.324	0
1	5044	54.25	89.76	0
1	5045	54.553	89.326	0
1	5046	53.856	88.942	0
1	5047	52.807	88.869	0
1	5048	52.321	89.26	0
1	5049	52.834	89.147	0
1	5050	53.002	89.512	0
1	5051	53.239	89.312	0
1	5052	52.832	89.647	0
1	5053	52.22	90.484	0
1	5054	53.277	90.605	0
1	5055	53.425	90.691	0
1	5056	53.879	90.914	0
1	5057	52.77	91.194	0
1	5058	51.524	90.666	0
1	5059	50.109	90.75	0
1	5060	49.839	91.275	0
1	5061	49.813	91.409	0
1	5062	49.871	91.339	0
1	5063	50.322	91.733	0
1	5064	50.665	91.48	0
1	5065	52.15	91.227	0
1	5066	53.152	91.335	0
1	5067	53.411	91.191	0
1	5068	53.47	91.424	0
1	5069	53.254	91.132	0
1	5070	53.051	91.177	0
1	5071	52.93	90.795	0
1	5072	53.234	91.124	0
1	5073	53.187	91.476	0
1	5074	53.386	91.237	0
1	5075	52.229	91.881	0
1	5076	53.29	91.634	0
1	5077	53.429	91.532	0
1	5078	52.915	91.197	0
1	5079	53.472	90.319	0
1	5080	53.38	91.223	0
1	5081	52.658	91.313	0
1	5082	52.681	91.749	0
1	5083	52.573	91.811	0
1	5084	52.227	91.61	0
1	5085	53.044	91.808	0
1	5086	52.195	92.156	0
1	5087	52.254	92.379	0
1	5088	51.639	91.521	0
1	5089	51.653	91.178	0
1	5090	52.641	90.958	0
1	5091	51.697	91.602	0
1	5092	52.384	91.804	0
1	5093	52.327	92.126	0
1	5094	52.563	92.626	0
1	5095	51.797	92.939	0
1	5096	51.372	92.522	0
1	5097	52.358	92.303	0
1	5098	52.713	92.451	0
1	5099	52.307	92.411	0
1	5100	51.883	92.6	0
1	5101	52.699	91.984	0
1	5102	53.393	91.908	0
1	5103	53.033	91.912	0
1	5104	52.477	91.562	0
1	5105	52.277	91.085	0
1	5106	51.779	90.862	0
1	5107	51.378	90.619	0
1	5108	50.616	90.39	0
1	5109	51.015	90.55	0
1	5110	51.224	90.784	0
1	5111	51.005	90.717	0
1	5112	51.421	90.359	0
1	5113	52.276	89.816	0
1	5114	51.755	89.522	0
1	5115	50.774	88.601	0
1	5116	51.539	89.75	0
1	5117	50.527	90.515	0
1	5118	50.598	90.332	0
1	5119	50.935	90.258	0
1	5120	51.442	90.23	0
1	5121	50.966	89.859	0
1	5122	51.248	90.351	0
1	5123	52.143	91.141	0
1	5124	51.83	91.409	0
1	5125	52.362	91.358	0
1	5126	51.898	90.921	0
1	5127	51.691	91.195	0
1	5128	52.019	91.501	0
1	5129	52.274	91.397	0
1	5130	51.409	91.689	0
1	5131	51.73	92.177	0
1	5132	52.286	91.798	0
1	5133	51.951	91.781	0
1	5134	51.831	91.455	0
1	5135	50.754	89.904	0
1	5136	50.533	89.779	0
1	5137	52.271	89.89	0
1	5138	51.877	90.326	0
1	5139	51.39	90.358	0
1	5140	51.057	90.382	0
1	5141	51.316	90.447	0
1	5142	51.905	90.91	0
1	5143	51.315	90.95	0
1	5144	52.059	90.537	0
1	5145	52.34	90.348	0
1	5146	52.147	90.242	0
1	5147	51.648	90.297	0
1	5148	50.78	90.492	0
1	5149	50.547	90.193	0
1	5150	51.031	89.63	0
1	5151	51.451	89.347	0
1	5152	52.26	89.632	0
1	5153	52.576	89.389	0
1	5154	53.633	89.592	0
1	5155	54.164	89.827	0
1	5156	54.65	90.069	0
1	5157	55.382	89.701	0
1	5158	55.683	90.545	0
1	5159	56.205	91.121	0
1	5160	55.487	90.45	0
1	5161	54.916	90.39	0
1	5162	54.766	90.535	0
1	5163	54.48	90.85	0
1	5164	55.757	91.197	0
1	5165	55.71	90.63	0
1	5166	55.657	90.816	0
1	5167	56.586	91.702	0
1	5168	56.751	91.486	0
1	5169	56.824	92.201	0
1	5170	57.473	92.178	0
1	5171	57.48	91.543	0
1	5172	58.69	91.841	0
1	5173	60.176	93.064	0
1	5174	61.162	93.18	0
1	5175	61.09	93.456	0
1	5176	61.577	92.851	0
1	5177	61.803	92.337	0
1	5178	60.598	92.74	0
1	5179	60.2	92.531	0
1	5180	59.401	92.818	0
1	5181	60.103	92.652	0
1	5182	59.794	92.91	0
1	5183	60.613	92.457	0
1	5184	61.176	92.249	0
1	5185	60.816	92.585	0
1	5186	60.916	92.64	0
1	5187	59.883	92.506	0
1	5188	59.146	92.598	0
1	5189	59.803	93.382	0
1	5190	59.09	94.391	0
1	5191	58.067	93.738	0
1	5192	58.053	93.716	0
1	5193	57.898	93.63	0
1	5194	58.279	92.812	0
1	5195	58.104	92.702	0
1	5196	58.246	92.593	0
1	5197	58.399	92.713	0
1	5198	58.443	92.726	0
1	5199	58.174	92.615	0
1	5200	58.618	92.556	0
1	5201	58.102	92.791	0
1	5202	58.42	93.242	0
1	5203	59.229	92.92	0
1	5204	58.996	92.115	0
1	5205	59.485	92.171	0
1	5206	59.037	92.112	0
1	5207	59.202	92.418	0
1	5208	59.672	92.457	0
1	5209	59.949	92.825	0
1	5210	61.142	93.647	0
1	5211	61.936	92.881	0
1	5212	63.051	92.531	0
1	5213	62.583	92.826	0
1	5214	62.727	93.081	0
1	5215	62.375	92.581	0
1	5216	62.119	92.762	0
1	5217	63.498	93.536	0
1	5218	62.102	94.151	0
1	5219	61.628	93.82	0
1	5220	62.777	93.622	0
1	5221	63.14	93.76	0
1	5222	63.461	94.618	0
1	5223	63.771	94.236	0
1	5224	64.082	94.049	0
1	5225	64.316	93.827	0
1	5226	64.784	93.728	0
1	5227	64.358	93.279	0
1	5228	64.508	93.099	0
1	5229	64.204	92.515	0
1	5230	64.45	92.104	0
1	5231	64.439	91.347	0
1	5232	64.173	91.598	0
1	5233	64.396	91.193	0
1	5234	63.881	90.77	0
1	5235	64.338	91.106	0
1	5236	64.181	90.372	0
1	5237	63.403	90.081	0
1	5238	62.907	89.469	0
1	5239	62.186	89.494	0
1	5240	62.657	89.648	0
1	5241	63.903	90.13	0
1	5242	63.816	90.13	0
1	5243	63.577	90.107	0
1	5244	63.491	90.42	0
1	5245	63.06	90.628	0
1	5246	62.886	90.922	0
1	5247	63.114	90.719	0
1	5248	63.093	91.449	0
1	5249	62.179	91.928	0
1	5250	62.411	92.343	0
1	5251	62.494	92.286	0
1	5252	61.84	92.325	0
1	5253	61.244	92.138	0
1	5254	61.264	91.764	0
1	5255	61.092	91.581	0
1	5256	60.77	91.649	0
1	5257	60.533	92.303	0
1	5258	59.157	93.278	0
1	5259	59.3	94.073	0
1	5260	59.123	93.81	0
1	5261	58.381	93.822	0
1	5262	59.214	93.878	0
1	5263	59.511	94.087	0
1	5264	60.842	93.473	0
1	5265	61.528	93.084	0
1	5266	61.252	92.779	0
1	5267	59.769	93.188	0
1	5268	60.815	93.125	0
1	5269	59.855	92.426	0
1	5270	59.433	92.621	0
1	5271	60.268	92.917	0
1	5272	59.827	92.707	0
1	5273	60.243	93.724	0
1	5274	60.713	94.216	0
1	5275	60.833	93.961	0
1	5276	60.639	94.774	0
1	5277	60.74	94.437	0
1	5278	61.117	94.233	0
1	5279	60.756	93.596	0
1	5280	61.089	93.274	0
1	5281	60.121	93.301	0
1	5282	60.527	93.454	0
1	5283	60.242	93.636	0
1	5284	60.262	92.815	0
1	5285	60.139	91.778	0
1	5286	59.7	90.911	0
1	5287	59.671	90.487	0
1	5288	58.801	90.169	0
1	5289	58.811	90.14	0
1	5290	59.084	90.05	0
1	5291	59.587	89.468	0
1	5292	58.733	90.244	0
1	5293	58.887	90.432	0
1	5294	59.009	90.617	0
1	5295	57.851	90.701	0
1	5296	57.243	91.709	0
1	5297	57.514	92.928	0
1	5298	56.58	92.323	0
1	5299	57.199	92.187	0
1	5300	58.346	91.374	0
1	5301	58.521	90.438	0
1	5302	58.893	89.702	0
1	5303	59.296	90.303	0
1	5304	58.894	90.26	0
1	5305	59.824	90.728	0
1	5306	60.866	91.155	0
1	5307	60.178	91.283	0
1	5308	60.207	91.271	0
1	5309	59.188	91.366	0
1	5310	58.844	90.9	0
1	5311	58.772	90.166	0
1	5312	59.202	90.133	0
1	5313	58.311	89.79	0
1	5314	58.948	90.698	0
1	5315	58.326	90.879	0
1	5316	59.138	91.072	0
1	5317	59.84	91.946	0
1	5318	60.379	92.6	0
1	5319	61.269	93.227	0
1	5320	61.383	93.581	0
1	5321	60.8	93.935	0
1	5322	60.715	93.324	0
1	5323	61.646	93.256	0
1	5324	61.066	93.29	0
1	5325	61.153	93.251	0
1	5326	61.511	92.517	0
1	5327	61.284	92.73	0
1	5328	59.858	92.859	0
1	5329	60.305	92.758	0
1	5330	61.425	92.459	0
1	5331	61.584	93.085	0
1	5332	61.626	92.698	0
1	5333	61.466	92.81	0
1	5334	61.407	93.114	0
1	5335	61.631	93.522	0
1	5336	62.413	93.91	0
1	5337	63.198	93.827	0
1	5338	62.766	94.084	0
1	5339	62.371	93.338	0
1	5340	62.723	93.397	0
1	5341	62.026	93.615	0
1	5342	62.07	93.527	0
1	5343	62.352	93.667	0
1	5344	61.872	94.45	0
1	5345	61.605	94.264	0
1	5346	61.532	94.323	0
1	5347	61.107	93.229	0
1	5348	61.685	93.04	0
1	5349	62.077	92.796	0
1	5350	61.866	93.156	0
1	5351	61.596	93.2	0
1	5352	60.68	93.452	0
1	5353	60.346	93.309	0
1	5354	61.498	93.476	0
1	5355	61.624	93.399	0
1	5356	61.233	93.504	0
1	5357	60.107	93.601	0
1	5358	59.181	93.388	0
1	5359	59.077	93.431	0
1	5360	59.258	93.652	0
1	5361	58.146	93.504	0
1	5362	58.079	93.046	0
1	5363	59.102	93.09	0
1	5364	60.753	92.395	0
1	5365	60.787	91.758	0
1	5366	60.421	92.073	0
1	5367	60.418	92.492	0
1	5368	60.699	92.804	0
1	5369	61.21	92.097	0
1	5370	61.45	91.791	0
1	5371	60.947	91.594	0
1	5372	61.134	91.294	0
1	5373	61.084	91.575	0
1	5374	61.649	92.414	0
1	5375	62.261	92.503	0
1	5376	62.289	92.393	0
1	5377	62.643	92.489	0
1	5378	63.304	92.337	0
1	5379	63.317	92.253	0
1	5380	63.567	92.207	0
1	5381	63.9	92.708	0
1	5382	63.234	93.092	0
1	5383	61.862	93.76	0
1	5384	60.703	93.581	0
1	5385	60.272	93.518	0
1	5386	60.676	93.791	0
1	5387	60.803	93.701	0
1	5388	61.23	94.229	0
1	5389	61.043	94.393	0
1	5390	61.118	93.584	0
1	5391	61.539	94.213	0
1	5392	62.383	93.265	0
1	5393	62.678	91.865	0
1	5394	63.119	91.409	0
1	5395	63.397	91.533	0
1	5396	62.675	92.336	0
1	5397	62.807	92.222	0
1	5398	62.51	91.746	0
1	5399	63.308	92.357	0
1	5400	63.17	91.952	0
1	5401	63.911	91.581	0
1	5402	63.467	91.289	0
1	5403	63.57	91.165	0
1	5404	64.307	92.24	0
1	5405	64.569	91.717	0
1	5406	63.886	91.427	0
1	5407	63.614	90.092	0
1	5408	63.886	89.866	0
1	5409	63.661	90.192	0
1	5410	64.066	90.52	0
1	5411	64.676	90.664	0
1	5412	65.121	90.201	0
1	5413	64.887	90.245	0
1	5414	64.689	90.673	0
1	5415	65.212	91.238	0
1	5416	65.243	91.67	0
1	5417	66.235	92.529	0
1	5418	66.536	92.258	0
1	5419	65.732	92.829	0
1	5420	66.656	92.505	0
1	5421	67.331	92.212	0
1	5422	67.436	92.352	0
1	5423	66.898	92.543	0
1	5424	66.488	92.869	0
1	5425	67.082	92.693	0
1	5426	67.14	92.493	0
1	5427	66.649	92.659	0
1	5428	66.669	92.512	0
1	5429	65.836	93.32	0
1	5430	65.634	93.713	0
1	5431	65.709	93.271	0
1	5432	65.801	92.844	0
1	5433	65.35	92.33	0
1	5434	65.205	91.709	0
1	5435	64.703	92.06	0
1	5436	64.909	91.897	0
1	5437	64.78	91.897	0
1	5438	64.328	92.095	0
1	5439	64.355	91.794	0
1	5440	65.06	92.11	0
1	5441	64.701	92.615	0
1	5442	64.659	93.116	0
1	5443	65.29	93.461	0
1	5444	66.293	93.595	0
1	5445	66.521	93.496	0
1	5446	66.054	93.115	0
1	5447	66.178	93.153	0
1	5448	67.128	93.2	0
1	5449	66.369	92.433	0
1	5450	66.858	92.428	0
1	5451	66.914	93.156	0
1	5452	67.851	92.622	0
1	5453	67.831	92.578	0
1	5454	68.139	92.583	0
1	5455	68.079	92.625	0
1	5456	67.649	92.759	0
1	5457	67.602	92.494	0
1	5458	68.067	92.621	0
1	5459	67.443	92.647	0
1	5460	67.868	92.819	0
1	5461	67.876	92.603	0
1	5462	67.745	92.568	0
1	5463	67.681	92.781	0
1	5464	67.599	93.192	0
1	5465	67.139	92.796	0
1	5466	66.609	92.6	0
1	5467	66.489	92.429	0
1	5468	65.747	93.393	0
1	5469	65.706	93.83	0
1	5470	65.33	93.53	0
1	5471	64.872	94.28	0
1	5472	65.22	94.79	0
1	5473	64.897	94.614	0
1	5474	65.312	94.088	0
1	5475	65.102	94.294	0
1	5476	64.445	93.826	0
1	5477	65.405	93.237	0
1	5478	66.063	94.464	0
1	5479	65.913	94.6	0
1	5480	66.061	94.799	0
1	5481	66.048	95.588	0
1	5482	66.343	94.86	0
1	5483	65.247	94.403	0
1	5484	64.894	95.419	0
1	5485	65.47	95.923	0
1	5486	65.523	96.521	0
1	5487	65.172	96.339	0
1	5488	65.439	95.118	0
1	5489	64.765	94.199	0
1	5490	64.802	93.693	0
1	5491	64.049	94.21	0
1	5492	63.909	94.244	0
1	5493	63.705	94.214	0
1	5494	64.008	94.28	0
1	5495	63.888	94.563	0
1	5496	63.521	94.138	0
1	5497	64.05	94.26	0
1	5498	64.072	94.265	0
1	5499	63.778	94.111	0
1	5500	64.752	93.625	0
1	5501	65.497	92.692	0
1	5502	64.483	92.909	0
1	5503	64.448	92.651	0
1	5504	65.102	93.353	0
1	5505	64.533	94.371	0
1	5506	64.546	94.733	0
1	5507	64.667	94.147	0
1	5508	65.45	93.531	0
1	5509	65.31	92.665	0
1	5510	64.812	92.434	0
1	5511	63.509	93.289	0
1	5512	63.068	93.17	0
1	5513	64.324	92.691	0
1	5514	64.215	92.578	0
1	5515	64.216	92.5	0
1	5516	63.704	92.594	0
1	5517	63.633	92.741	0
1	5518	64.09	93.257	0
1	5519	63.991	92.843	0
1	5520	63.534	92.496	0
1	5521	64.027	92.806	0
1	5522	63.637	93.348	0
1	5523	64.333	93.893	0
1	5524	64.593	94.47	0
1	5525	64.907	94.226	0
1	5526	65.667	94.207	0
1	5527	65.716	92.73	0
1	5528	65.133	93.71	0
1	5529	64.169	94.717	0
1	5530	65.314	94.89	0
1	5531	64.71	94.779	0
1	5532	64.808	94.307	0
1	5533	64.064	94.182	0
1	5534	64.367	94.119	0
1	5535	64.77	93.62	0
1	5536	63.625	93.525	0
1	5537	64.103	92.922	0
1	5538	64.796	93.373	0
1	5539	64.924	93.618	0
1	5540	65.157	94.552	0
1	5541	65.114	94.781	0
1	5542	64.934	94.879	0
1	5543	66.395	95.437	0
1	5544	65.208	95.564	0
1	5545	63.844	95.328	0
1	5546	64.477	95.233	0
1	5547	64.126	94.829	0
1	5548	63.836	94.422	0
1	5549	64.183	94.767	0
1	5550	63.784	94.824	0
1	5551	63.728	94.657	0
1	5552	63.718	94.56	0
1	5553	63.552	94.141	0
1	5554	63.592	93.366	0
1	5555	64.068	93.418	0
1	5556	65.079	94.088	0
1	5557	64.818	95.169	0
1	5558	65.508	95.388	0
1	5559	65.636	95.691	0
1	5560	65.721	95.424	0
1	5561	65.577	95.613	0
1	5562	66.04	96.4	0
1	5563	65.681	96.736	0
1	5564	65.505	96.651	0
1	5565	65.775	96.806	0
1	5566	65.504	96.862	0
1	5567	66.268	96.445	0
1	5568	66.278	96.594	0
1	5569	66.23	96.89	0
1	5570	65.221	96.882	0
1	5571	65.686	96.725	0
1	5572	66.097	96.564	0
1	5573	66.04	96.835	0
1	5574	65.487	96.717	0
1	5575	65.068	96.725	0
1	5576	65.652	95.824	0
1	5577	65.497	95.701	0
1	5578	65.859	95.831	0
1	5579	65.157	95.756	0
1	5580	65.49	95.187	0
1	5581	65.475	94.556	0
1	5582	65.362	94.404	0
1	5583	65.155	94.71	0
1	5584	63.912	95.143	0
1	5585	64.602	94.362	0
1	5586	65.75	93.657	0
1	5587	64.588	93.744	0
1	5588	64.666	93.603	0
1	5589	64.18	94.137	0
1	5590	65.187	94.347	0
1	5591	65.596	92.926	0
1	5592	66.843	92.817	0
1	5593	66.101	92.795	0
1	5594	65.593	92.618	0
1	5595	66.455	92.497	0
1	5596	67.463	93.479	0
1	5597	66.483	93.927	0
1	5598	66.524	93.747	0
1	5599	66.982	93.786	0
1	5600	66.405	94.1	0
1	5601	66.593	93.662	0
1	5602	66.154	93.832	0
1	5603	66.192	93.824	0
1	5604	66.3	94.389	0
1	5605	66.808	94.39	0
1	5606	67.517	94.505	0
1	5607	67.276	94.279	0
1	5608	67.155	93.913	0
1	5609	67.786	93.421	0
1	5610	67.124	93.323	0
1	5611	66.687	93.735	0
1	5612	66.455	93.963	0
1	5613	67.278	93.813	0
1	5614	67.69	93.508	0
1	5615	67.673	93.528	0
1	5616	68.485	93.457	0
1	5617	68.888	93.7	0
1	5618	69.268	93.845	0
1	5619	69.934	94.438	0
1	5620	70.386	93.846	0
1	5621	70.551	93.656	0
1	5622	70.314	94.157	0
1	5623	69.797	94.283	0
1	5624	70.435	93.527	0
1	5625	70.857	93.585	0
1	5626	71.538	93.382	0
1	5627	71.8	93.741	0
1	5628	71.648	94.204	0
1	5629	71.897	93.623	0
1	5630	72.195	94.465	0
1	5631	71.862	94.401	0
1	5632	72.111	94.825	0
1	5633	72.205	94.686	0
1	5634	73.145	94.658	0
1	5635	73.623	93.78	0
1	5636	73.649	94.311	0
1	5637	73.653	94.801	0
1	5638	74.747	94.549	0
1	5639	74.047	94.422	0
1	5640	73.749	94.534	0
1	5641	74.744	94.492	0
1	5642	74.798	94.287	0
1	5643	74.686	94.851	0
1	5644	74.358	94.847	0
1	5645	74.484	94.707	0
1	5646	74.43	94.376	0
1	5647	73.514	94.097	0
1	5648	72.929	93.784	0
1	5649	74.232	93.673	0
1	5650	74.915	93.452	0
1	5651	75.54	93.224	0
1	5652	75.038	92.711	0
1	5653	74.44	93.176	0
1	5654	74.642	93.22	0
1	5655	74.083	93.565	0
1	5656	73.635	94.116	0
1	5657	73.37	94.447	0
1	5658	73.187	94.716	0
1	5659	74.07	94.679	0
1	5660	73.749	94.566	0
1	5661	73.995	94.28	0
1	5662	73.691	94.37	0
1	5663	73.727	93.683	0
1	5664	72.823	92.854	0
1	5665	72.723	93.543	0
1	5666	72.768	93.906	0
1	5667	72.814	94.245	0
1	5668	72.278	94.62	0
1	5669	71.969	95.108	0
1	5670	72.447	94.866	0
1	5671	72.905	94.76	0
1	5672	73.748	94.774	0
1	5673	74.69	94.715	0
1	5674	75.801	94.914	0
1	5675	75.794	95.955	0
1	5676	76.19	98.18	0
1	5677	75.754	97.471	0
1	5678	75.118	97.46	0
1	5679	74.907	97.363	0
1	5680	75.322	97.469	0
1	5681	75.805	96.81	0
1	5682	76.333	96.334	0
1	5683	75.699	96.722	0
1	5684	75.438	95.79	0
1	5685	75.646	94.952	0
1	5686	75.744	95.265	0
1	5687	75.74	94.703	0
1	5688	75.798	94.722	0
1	5689	75.476	94.747	0
1	5690	75.228	94.766	0
1	5691	74.7	94.757	0
1	5692	74.416	94.364	0
1	5693	74.53	94.82	0
1	5694	75.32	94.666	0
1	5695	75.074	94.764	0
1	5696	74.42	95.12	0
1	5697	72.865	95.338	0
1	5698	73.268	95.286	0
1	5699	73.386	94.864	0
1	5700	72.889	95.23	0
1	5701	73.177	95.4	0
1	5702	72.234	96.393	0
1	5703	72.424	96.394	0
1	5704	72.269	96.831	0
1	5705	72.282	96.715	0
1	5706	72.746	97.477	0
1	5707	73.8	97.255	0
1	5708	73.559	96.64	0
1	5709	73.525	96.321	0
1	5710	74.55	96.884	0
1	5711	73.927	96.352	0
1	5712	73.625	95.476	0
1	5713	74.167	95.594	0
1	5714	73.969	95.828	0
1	5715	74.046	95.832	0
1	5716	74.237	95.666	0
1	5717	74.045	95.462	0
1	5718	74.55	95.645	0
1	5719	75.119	95.428	0
1	5720	74.727	95.614	0
1	5721	74.887	95.654	0
1	5722	74.286	95.717	0
1	5723	74.421	94.652	0
1	5724	74.257	94.614	0
1	5725	75.036	94.669	0
1	5726	75.393	95.097	0
1	5727	74.869	95.589	0
1	5728	74.257	96.158	0
1	5729	74.379	95.907	0
1	5730	74.094	96.549	0
1	5731	73.782	95.647	0
1	5732	74.058	95.285	0
1	5733	74.306	94.573	0
1	5734	74.659	94.502	0
1	5735	74.954	94.307	0
1	5736	75.666	93.767	0
1	5737	75.518	93.766	0
1	5738	76.493	94.211	0
1	5739	76.738	94.489	0
1	5740	75.822	94.443	0
1	5741	75.846	94.633	0
1	5742	76.07	94.712	0
1	5743	75.644	94.845	0
1	5744	75.502	94.837	0
1	5745	75.596	94.787	0
1	5746	75.965	95.244	0
1	5747	76.547	95.498	0
1	5748	76.192	96.304	0
1	5749	76.508	97.186	0
1	5750	75.55	96.777	0
1	5751	74.95	96.481	0
1	5752	74.42	96.447	0
1	5753	74.51	96.546	0
1	5754	74.707	96.352	0
1	5755	75	96.649	0
1	5756	74.811	97.198	0
1	5757	74.952	97.298	0
1	5758	74.369	97.225	0
1	5759	74.33	97.505	0
1	5760	74.167	97.687	0
1	5761	73.99	98.489	0
1	5762	73.917	98.545	0
1	5763	74.201	98.301	0
1	5764	74.234	97.866	0
1	5765	74.15	97.879	0
1	5766	73.753	97.758	0
1	5767	73.758	97.813	0
1	5768	73.223	98.189	0
1	5769	73.383	98.484	0
1	5770	73.705	98.525	0
1	5771	73.535	98.374	0
1	5772	73.244	98.404	0
1	5773	73.534	98.527	0
1	5774	73.653	98.244	0
1	5775	73.609	98.421	0
1	5776	72.885	98.367	0
1	5777	73.409	98.663	0
1	5778	73.563	99.343	0
1	5779	72.537	99.473	0
1	5780	71.816	99.223	0
1	5781	72.466	99.25	0
1	5782	72.938	99.542	0
1	5783	72.829	98.859	0
1	5784	72.832	99.395	0
1	5785	73.233	99.182	0
1	5786	73.7	98.556	0
1	5787	74.242	98.834	0
1	5788	74.223	98.368	0
1	5789	74.754	98.434	0
1	5790	74.283	98.493	0
1	5791	74.12	98.174	0
1	5792	73.853	97.27	0
1	5793	74.359	96.302	0
1	5794	74.205	96.344	0
1	5795	73.921	97.362	0
1	5796	73.805	97.856	0
1	5797	74.677	98.253	0
1	5798	75.458	98.522	0
1	5799	76.015	98.637	0
1	5800	75.381	98.325	0
1	5801	74.367	98.291	0
1	5802	74.094	98.401	0
1	5803	75.55	98.455	0
1	5804	74.796	97.18	0
1	5805	75.193	97.313	0
1	5806	75.847	96.885	0
1	5807	75.9	96.836	0
1	5808	76.093	97.218	0
1	5809	76.319	97.558	0
1	5810	77.183	96.546	0
1	5811	77.075	97.219	0
1	5812	76.072	96.631	0
1	5813	76.353	96.705	0
1	5814	76.494	96.146	0
1	5815	76.151	95.381	0
1	5816	76.405	94.376	0
